Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,snow_depth_set_1,solar_radiation_set_1,precip_accum_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
YNWC1,07/19/2022 19:02 UTC,93,23,5,217,10,689,0.02,10,,,13.6,211,,SW,89.87,49.95,,
YNWC1,07/19/2022 20:02 UTC,94,21,5.99,213,13,950,0.02,13,,,13.1,220,,SSW,90.58,48.38,,
YNWC1,07/19/2022 21:02 UTC,96,20,5,220,12,954,0.02,12,,,13.1,225,,SW,92.61,48.76,,
YNWC1,07/19/2022 22:02 UTC,95,19,5,220,11,865,0.02,11,,,13.6,207,,SW,91.28,46.58,,
YNWC1,07/19/2022 23:02 UTC,92,18,4,222,10,451,0.02,10,,,13.1,204,,SW,88.04,42.69,,
YNWC1,07/20/2022 00:02 UTC,91,18,5,222,11,46,0.02,11,,,13,213,,SW,87.09,41.86,,
YNWC1,07/20/2022 01:02 UTC,89,19,4,232,10,35,0.02,10,,,13,212,,SW,85.33,41.59,,
YNWC1,07/20/2022 02:02 UTC,85,22,3,211,5.99,12,0.02,5.99,,,12.9,218,,SSW,82.15,42.01,,
YNWC1,07/20/2022 03:02 UTC,81,27,3,205,5,6,0.02,5,,,12.9,224,,SSW,79.6,43.91,,
YNWC1,07/20/2022 04:02 UTC,76,33,1,246,4,1,0.02,4,,,12.9,228,,WSW,,44.79,,
YNWC1,07/20/2022 05:02 UTC,71,38,0,,0,0,0.02,0,,,12.9,254,,,,44.04,,
YNWC1,07/20/2022 06:02 UTC,68,42,0,,2,0,0.02,2,,,12.8,240,,,,43.95,,
YNWC1,07/20/2022 07:02 UTC,66,46,0,,2,0,0.02,2,,,12.8,330,,,,44.52,,
YNWC1,07/20/2022 08:02 UTC,64,48,1,322,2,0,0.02,2,,,12.8,341,,NW,,43.8,,
YNWC1,07/20/2022 09:02 UTC,62,51,1,304,2,0,0.02,2,,,12.8,169,,NW,,43.55,,
YNWC1,07/20/2022 10:02 UTC,61,55,0,,2,0,0.02,2,,,12.7,178,,,,44.6,,
YNWC1,07/20/2022 11:02 UTC,60,57,0,,3,0,0.02,3,,,12.7,222,,,,44.61,,
YNWC1,07/20/2022 12:02 UTC,59,60,0,,2,0,0.02,2,,,12.7,217,,,,45.03,,
YNWC1,07/20/2022 13:02 UTC,58,60,0,,2,0,0.02,2,,,12.7,147,,,,44.08,,
YNWC1,07/20/2022 14:02 UTC,58,64,0,,2,7,0.02,2,,,12.7,171,,,,45.79,,
YNWC1,07/20/2022 15:02 UTC,60,65,0,,2,19,0.02,2,,,12.7,150,,,,48.11,,
YNWC1,07/20/2022 16:02 UTC,68,50,2,159,3,36,0.02,3,,,12.7,164,,SSE,,48.58,,
YNWC1,07/20/2022 17:02 UTC,80,33,2,119,4,66,0.02,4,,,12.8,154,,ESE,,48.32,,
YNWC1,07/20/2022 18:02 UTC,90,23,5,209,8,77,0.02,8,,,12.9,214,,SSW,86.69,47.41,,
YNWC1,07/20/2022 19:02 UTC,93,21,5.99,216,11,684,0.02,11,,,13.6,213,,SW,89.49,47.54,,
YNWC1,07/20/2022 20:02 UTC,95,18,5.99,211,11,957,0.02,11,,,13.6,217,,SSW,91.09,45.17,,
YNWC1,07/20/2022 21:02 UTC,97,16,5,219,10,965,0.02,10,,,13.1,214,,SW,92.84,43.75,,
YNWC1,07/20/2022 22:02 UTC,96,16,5,222,10,880,0.02,10,,,13.6,221,,SW,91.79,42.93,,
YNWC1,07/20/2022 23:02 UTC,93,16,5,223,11,450,0.02,11,,,13.1,216,,SW,88.8,40.49,,
YNWC1,07/21/2022 00:02 UTC,92,15,5.99,216,12,46,0.02,12,,,13,216,,SW,87.77,38.04,,
YNWC1,07/21/2022 01:02 UTC,90,16,5,214,10,35,0.02,10,,,13,183,,SW,86.03,38.04,,
YNWC1,07/21/2022 02:02 UTC,86,18,5,209,10,12,0.02,10,,,12.9,221,,SSW,82.74,37.73,,
YNWC1,07/21/2022 03:02 UTC,81,23,2,204,7,6,0.02,7,,,12.9,214,,SSW,79.88,39.77,,
YNWC1,07/21/2022 04:02 UTC,76,27,0,,4,1,0.02,4,,,12.9,174,,,,39.58,,
YNWC1,07/21/2022 05:02 UTC,71,34,0,,1,0,0.02,1,,,12.8,25,,,,41.14,,
YNWC1,07/21/2022 06:02 UTC,68,38,0,,2,0,0.02,2,,,12.8,191,,,,41.34,,
YNWC1,07/21/2022 07:02 UTC,65,42,0,,2,0,0.02,2,,,12.8,186,,,,41.23,,
YNWC1,07/21/2022 08:02 UTC,63,44,0,,2,0,0.02,2,,,12.8,170,,,,40.62,,
YNWC1,07/21/2022 09:02 UTC,62,47,0,,0,0,0.02,0,,,12.7,246,,,,41.41,,
YNWC1,07/21/2022 10:02 UTC,60,50,0,,2,0,0.02,2,,,12.7,206,,,,41.18,,
YNWC1,07/21/2022 11:02 UTC,59,52,0,,1,0,0.02,1,,,12.7,220,,,,41.27,,
YNWC1,07/21/2022 12:02 UTC,58,56,0,,2,0,0.02,2,,,12.7,233,,,,42.27,,
YNWC1,07/21/2022 13:02 UTC,57,57,0,,0,0,0.02,0,,,12.7,14,,,,41.79,,
YNWC1,07/21/2022 14:02 UTC,57,61,0,,0,6,0.02,0,,,12.7,182,,,,43.57,,
YNWC1,07/21/2022 15:02 UTC,58,62,1,196,2,17,0.02,2,,,12.7,164,,SSW,,44.95,,
YNWC1,07/21/2022 16:02 UTC,68,45,1,154,3,33,0.02,3,,,12.7,158,,SSE,,45.77,,
YNWC1,07/21/2022 17:02 UTC,80,28,2,97,4,63,0.02,4,,,12.7,175,,E,,43.99,,
YNWC1,07/21/2022 18:02 UTC,90,16,5,215,8,81,0.02,8,,,12.8,215,,SW,86.03,38.04,,
YNWC1,07/21/2022 19:02 UTC,93,16,5,222,10,697,0.02,10,,,13.7,202,,SW,88.8,40.49,,
YNWC1,07/21/2022 20:02 UTC,95,14,5.99,211,10,979,0.02,10,,,13.6,226,,SSW,90.51,38.72,,
YNWC1,07/21/2022 21:02 UTC,98,12,5.99,218,12,984,0.02,12,,,13,214,,SW,92.93,37.23,,
YNWC1,07/21/2022 22:02 UTC,97,13,5,215,12,901,0.02,12,,,13.6,197,,SW,92.33,38.45,,
YNWC1,07/21/2022 23:02 UTC,94,13,5,222,11,457,0.02,11,,,13.1,205,,SW,89.48,36.06,,
YNWC1,07/22/2022 00:02 UTC,92,13,5,215,10,42,0.02,10,,,13,221,,SW,87.66,34.46,,
YNWC1,07/22/2022 01:02 UTC,90,11,4,234,12,32,0.02,12,,,13,213,,SW,85.48,28.8,,
YNWC1,07/22/2022 02:02 UTC,87,12,4,215,7,10,0.02,7,,,12.9,224,,SW,83.25,28.54,,
YNWC1,07/22/2022 03:02 UTC,81,17,2,211,5,6,0.02,5,,,12.9,228,,SSW,79.6,32.18,,
YNWC1,07/22/2022 04:02 UTC,74,25,1,231,4,1,0.02,4,,,12.9,242,,SW,,35.91,,
YNWC1,07/22/2022 05:02 UTC,70,28,0,,2,0,0.02,2,,,12.8,18,,,,35.31,,
YNWC1,07/22/2022 06:02 UTC,66,32,0,,1,0,0.02,1,,,12.8,204,,,,35.18,,
YNWC1,07/22/2022 07:02 UTC,64,34,0,,2,0,0.02,2,,,12.8,242,,,,34.93,,
YNWC1,07/22/2022 09:02 UTC,60,40,0,,2,0,0.02,2,,,12.7,245,,,,35.46,,
YNWC1,07/22/2022 10:02 UTC,58,41,0,,1,0,0.02,1,,,12.7,154,,,,34.27,,
YNWC1,07/22/2022 11:02 UTC,57,43,0,,2,0,0.02,2,,,12.7,180,,,,34.56,,
YNWC1,07/22/2022 12:02 UTC,56,46,0,,1,0,0.02,1,,,12.7,226,,,,35.35,,
YNWC1,07/22/2022 13:02 UTC,55,47,0,,0,0,0.02,0,,,12.7,237,,,,34.98,,
YNWC1,07/22/2022 14:02 UTC,54,51,0,,2,6,0.02,2,,,12.7,187,,,,36.13,,
YNWC1,07/22/2022 15:02 UTC,55,55,1,196,3,17,0.02,3,,,12.7,183,,SSW,,38.99,,
YNWC1,07/22/2022 16:02 UTC,65,34,2,157,3,34,0.02,3,,,12.7,153,,SSE,,35.82,,
YNWC1,07/22/2022 17:02 UTC,78,24,2,162,3,69,0.02,3,,,12.7,161,,SSE,,38.3,,
YNWC1,07/22/2022 18:02 UTC,89,12,3,191,5,93,0.02,5,,,12.9,134,,S,84.86,30.12,,
YNWC1,07/22/2022 19:02 UTC,94,7,5,212,9,715,0.02,9,,,13.7,220,,SSW,87.85,21.21,,
YNWC1,07/22/2022 20:02 UTC,97,6,4,228,9,1008,0.02,9,,,13,228,,SW,90.14,19.88,,
YNWC1,07/22/2022 21:02 UTC,98,7,4,235,10,1006,0.02,10,,,13,219,,SW,91.29,24.19,,
YNWC1,07/22/2022 22:02 UTC,97,8,5,222,10,907,0.02,10,,,13.6,241,,SW,90.68,26.58,,
YNWC1,07/22/2022 23:02 UTC,94,9,5.99,212,10,467,0.02,10,,,13.1,222,,SSW,88.33,27.1,,
YNWC1,07/23/2022 00:02 UTC,92,10,5,208,11,48,0.02,11,,,13,220,,SSW,86.91,28.07,,
YNWC1,07/23/2022 01:02 UTC,88,12,3,223,9,33,0.02,9,,,13,216,,SW,84.05,29.33,,
YNWC1,07/23/2022 02:02 UTC,82,19,2,208,4,33,0.02,4,,,13,216,,SSW,79.82,35.77,,
YNWC1,07/23/2022 03:02 UTC,77,24,1,234,3,18,0.02,3,,,12.9,222,,SW,,37.44,,
YNWC1,07/23/2022 04:02 UTC,72,29,0,,4,1,0.02,4,,,12.9,229,,,,37.94,,
YNWC1,07/23/2022 05:02 UTC,69,32,0,,0,0,0.02,0,,,12.8,321,,,,37.82,,
YNWC1,07/23/2022 06:02 UTC,65,36,0,,2,0,0.02,2,,,12.8,177,,,,37.27,,
YNWC1,07/23/2022 07:02 UTC,63,39,0,,2,0,0.02,2,,,12.8,234,,,,37.52,,
YNWC1,07/23/2022 08:02 UTC,61,41,0,,0,0,0.02,0,,,12.8,233,,,,36.99,,
YNWC1,07/23/2022 09:02 UTC,60,42,0,,2,0,0.02,2,,,12.8,165,,,,36.69,,
YNWC1,07/23/2022 10:02 UTC,58,42,0,,2,0,0.02,2,,,12.7,185,,,,34.88,,
YNWC1,07/23/2022 11:02 UTC,57,45,0,,2,0,0.02,2,,,12.7,225,,,,35.71,,
YNWC1,07/23/2022 12:02 UTC,56,46,0,,2,0,0.02,2,,,12.7,218,,,,35.35,,
YNWC1,07/23/2022 13:02 UTC,55,49,0,,2,0,0.02,2,,,12.7,231,,,,36.04,,
YNWC1,07/23/2022 14:02 UTC,55,50,0,,2,14,0.02,2,,,12.7,212,,,,36.55,,
YNWC1,07/23/2022 15:02 UTC,57,52,0,,2,35,0.02,2,,,12.7,173,,,,39.41,,
YNWC1,07/23/2022 16:02 UTC,64,44,1,146,2,46,0.02,2,,,12.7,158,,SE,,41.53,,
YNWC1,07/23/2022 17:02 UTC,74,35,1,160,2,129,0.02,2,,,12.9,168,,SSE,,44.56,,
YNWC1,07/23/2022 18:02 UTC,82,22,2,99,3,184,0.02,3,,,13,128,,E,79.96,39.48,,
YNWC1,07/23/2022 19:02 UTC,84,21,4,213,5.99,311,0.02,5.99,,,13.1,216,,SSW,81.33,39.98,,
YNWC1,07/23/2022 20:02 UTC,85,16,3,231,5.99,298,0.02,5.99,,,13.2,225,,SW,81.9,33.96,,
YNWC1,07/23/2022 21:02 UTC,87,15,3,207,5.99,386,0.02,5.99,,,13.2,226,,SSW,83.45,33.99,,
YNWC1,07/23/2022 22:02 UTC,88,16,2,243,7,397,0.02,7,,,13.3,216,,WSW,84.3,36.41,,
YNWC1,07/23/2022 23:02 UTC,87,15,4,229,8,276,0.02,8,,,13.1,210,,SW,83.45,33.99,,
YNWC1,07/24/2022 00:02 UTC,86,15,5,219,8,110,0.02,8,,,13,212,,SW,82.65,33.18,,
YNWC1,07/24/2022 01:02 UTC,84,17,5,219,8,68,0.02,8,,,12.9,226,,SW,81.17,34.65,,
YNWC1,07/24/2022 02:02 UTC,78,28,0,,7,27,0.02,7,,,12.9,221,,,,42.25,,
YNWC1,07/24/2022 03:02 UTC,72,36,1,272,3,11,0.02,3,,,12.8,183,,W,,43.51,,
YNWC1,07/24/2022 04:02 UTC,66,44,0,,2,1,0.02,2,,,12.8,243,,,,43.35,,
YNWC1,07/24/2022 05:02 UTC,63,51,0,,2,0,0.02,2,,,12.8,354,,,,44.47,,
YNWC1,07/24/2022 06:02 UTC,60,55,0,,3,0,0.02,3,,,12.7,222,,,,43.67,,
YNWC1,07/24/2022 07:02 UTC,59,57,0,,2,0,0.02,2,,,12.7,183,,,,43.67,,
YNWC1,07/24/2022 08:02 UTC,57,57,0,,2,0,0.02,2,,,12.7,241,,,,41.79,,
YNWC1,07/24/2022 09:02 UTC,56,58,0,,2,0,0.02,2,,,12.7,186,,,,41.31,,
YNWC1,07/24/2022 10:02 UTC,55,58,0,,2,0,0.02,2,,,12.7,236,,,,40.37,,
YNWC1,07/24/2022 11:02 UTC,54,58,0,,1,0,0.02,1,,,12.6,245,,,,39.43,,
YNWC1,07/24/2022 12:02 UTC,53,60,0,,0,0,0.02,0,,,12.6,44,,,,39.36,,
YNWC1,07/24/2022 13:02 UTC,52,62,0,,0,0,0.02,0,,,12.6,190,,,,39.26,,
YNWC1,07/24/2022 14:02 UTC,51,64,0,,0,8,0.02,0,,,12.6,213,,,,39.13,,
YNWC1,07/24/2022 15:02 UTC,53,65,1,172,2,24,0.02,2,,,12.6,176,,S,,41.44,,
YNWC1,07/24/2022 16:02 UTC,62,47,2,161,2,45,0.02,2,,,12.7,157,,SSE,,41.41,,
YNWC1,07/24/2022 17:02 UTC,75,29,2,151,3,76,0.02,3,,,12.7,174,,SSE,,40.55,,
YNWC1,07/24/2022 18:02 UTC,83,23,1,56,3,147,0.02,3,,,12.9,176,,NE,80.71,41.46,,
YNWC1,07/24/2022 19:02 UTC,90,12,5.99,205,10,664,0.02,10,,,13.5,207,,SSW,85.69,30.91,,
YNWC1,07/24/2022 20:02 UTC,92,11,5.99,212,11,846,0.02,11,,,13.5,224,,SSW,87.15,30.37,,
YNWC1,07/24/2022 21:02 UTC,91,11,5,216,11,693,0.02,11,,,13.5,218,,SW,86.31,29.59,,
YNWC1,07/24/2022 22:02 UTC,90,12,5,218,11,531,0.02,11,,,13.4,203,,SW,85.69,30.91,,
YNWC1,07/24/2022 23:02 UTC,88,13,4,209,11,296,0.02,11,,,13.1,240,,SSW,84.24,31.27,,
YNWC1,07/25/2022 00:02 UTC,88,14,4,211,7,113,0.02,7,,,13,220,,SSW,84.25,33.09,,
YNWC1,07/25/2022 01:02 UTC,86,16,2,239,5.99,70,0.02,5.99,,,13,229,,WSW,82.67,34.78,,
YNWC1,07/25/2022 02:02 UTC,80,31,0,,3,38,0.02,3,,,13,237,,,,46.66,,
YNWC1,07/25/2022 03:02 UTC,74,38,1,253,3,15,0.02,3,,,12.9,227,,WSW,,46.73,,
YNWC1,07/25/2022 04:02 UTC,69,46,0,,2,1,0.02,2,,,12.9,236,,,,47.27,,
YNWC1,07/25/2022 05:02 UTC,66,49,0,,2,0,0.02,2,,,12.8,332,,,,46.19,,
YNWC1,07/25/2022 06:02 UTC,64,53,0,,0,0,0.02,0,,,12.8,337,,,,46.42,,
YNWC1,07/25/2022 07:02 UTC,62,54,0,,1,0,0.02,1,,,12.8,18,,,,45.05,,
YNWC1,07/25/2022 08:02 UTC,60,57,0,,2,0,0.02,2,,,12.8,222,,,,44.61,,
YNWC1,07/25/2022 09:02 UTC,59,59,0,,2,0,0.02,2,,,12.8,217,,,,44.58,,
YNWC1,07/25/2022 10:02 UTC,57,60,0,,2,0,0.02,2,,,12.7,225,,,,43.14,,
YNWC1,07/25/2022 11:02 UTC,56,62,0,,0,0,0.02,0,,,12.7,39,,,,43.05,,
YNWC1,07/25/2022 12:02 UTC,55,63,0,,0,0,0.02,0,,,12.7,232,,,,42.52,,
YNWC1,07/25/2022 13:02 UTC,54,65,0,,2,0,0.02,2,,,12.7,8,,,,42.39,,
YNWC1,07/25/2022 14:02 UTC,54,66,0,,2,11,0.02,2,,,12.7,178,,,,42.79,,
YNWC1,07/25/2022 15:02 UTC,56,66,1,174,2,36,0.02,2,,,12.7,163,,S,,44.7,,
YNWC1,07/25/2022 16:02 UTC,63,56,0,,3,69,0.02,3,,,12.8,160,,,,46.95,,
YNWC1,07/25/2022 17:02 UTC,74,39,1,127,2,109,0.02,2,,,12.9,153,,SE,,47.42,,
YNWC1,07/25/2022 18:02 UTC,80,31,1,100,3,174,0.02,3,,,13,128,,E,,46.66,,
YNWC1,07/25/2022 19:02 UTC,88,18,4,209,7,458,0.02,7,,,13.3,201,,SSW,84.39,39.38,,
YNWC1,07/25/2022 20:02 UTC,89,16,5,198,9,451,0.02,9,,,13.3,214,,SSW,85.15,37.22,,
YNWC1,07/25/2022 21:02 UTC,91,16,5,212,11,527,0.02,11,,,13.3,213,,SSW,86.93,38.86,,
YNWC1,07/25/2022 22:02 UTC,89,17,5,208,11,326,0.02,11,,,13.2,212,,SSW,85.2,38.75,,
YNWC1,07/25/2022 23:02 UTC,91,17,4,205,8,286,0.02,8,,,13.1,211,,SSW,87,40.4,,
YNWC1,07/26/2022 00:02 UTC,88,21,5,213,10,119,0.02,10,,,13,202,,SSW,84.59,43.34,,
YNWC1,07/26/2022 01:02 UTC,86,23,4,212,8,82,0.02,8,,,13,227,,SSW,83.03,44.01,,
YNWC1,07/26/2022 02:02 UTC,84,23,4,222,8,47,0.02,8,,,12.9,222,,SW,81.44,42.31,,
YNWC1,07/26/2022 03:02 UTC,80,30,0,,5,18,0.02,5,,,12.9,222,,,,45.8,,
YNWC1,07/26/2022 04:02 UTC,74,37,0,,3,1,0.02,3,,,12.9,223,,,,46.02,,
YNWC1,07/26/2022 05:02 UTC,71,43,1,335,2,0,0.02,2,,,12.8,39,,NNW,,47.3,,
YNWC1,07/26/2022 06:02 UTC,67,47,0,,2,0,0.02,2,,,12.8,332,,,,46.01,,
YNWC1,07/26/2022 07:02 UTC,65,51,1,198,2,0,0.02,2,,,12.8,176,,SSW,,46.33,,
YNWC1,07/26/2022 08:02 UTC,64,52,0,,3,0,0.02,3,,,12.7,226,,,,45.92,,
YNWC1,07/26/2022 09:02 UTC,64,53,1,347,2,0,0.02,2,,,12.7,3,,NNW,,46.42,,
YNWC1,07/26/2022 10:02 UTC,63,57,1,35,3,0,0.02,3,,,12.7,16,,NE,,47.43,,
YNWC1,07/26/2022 11:02 UTC,62,59,1,43,2,0,0.02,2,,,12.7,11,,NE,,47.41,,
YNWC1,07/26/2022 12:02 UTC,62,61,1,223,3,0,0.02,3,,,12.7,186,,SW,,48.3,,
YNWC1,07/26/2022 13:02 UTC,61,70,0,,2,0,0.02,2,,,12.7,165,,,,51.07,,
YNWC1,07/26/2022 14:02 UTC,61,67,0,,2,8,0.02,2,,,12.7,174,,,,49.88,,
YNWC1,07/26/2022 15:02 UTC,63,69,0,,1,43,0.02,1,,,12.7,222,,,,52.6,,
YNWC1,07/26/2022 16:02 UTC,69,61,0,,3,90,0.02,3,,,12.7,161,,,,54.93,,
YNWC1,07/26/2022 17:02 UTC,75,47,0,,2,121,0.02,2,,,12.8,85,,,,53.36,,
YNWC1,07/26/2022 18:02 UTC,85,28,2,160,5,156,0.02,5,,,13,220,,SSE,82.64,48.33,,
YNWC1,07/26/2022 19:02 UTC,89,22,5.99,208,11,619,0.02,11,,,13.5,214,,SSW,85.6,45.39,,
YNWC1,07/26/2022 20:02 UTC,86,25,5,212,10,309,0.02,10,,,13.3,218,,SSW,83.2,46.19,,
YNWC1,07/26/2022 21:02 UTC,91,21,5,214,10,418,0.02,10,,,13.5,213,,SW,87.42,45.86,,
YNWC1,07/26/2022 22:02 UTC,89,22,4,210,10,499,0.02,10,,,13.1,221,,SSW,85.6,45.39,,
YNWC1,07/26/2022 23:02 UTC,88,24,2,213,8,172,0.02,8,,,13.1,223,,SSW,84.88,46.83,,
YNWC1,07/27/2022 01:02 UTC,87,22,3,221,8,99,0.02,8,,,13,228,,SW,83.8,43.7,,
YNWC1,07/27/2022 02:02 UTC,84,23,3,214,5,33,0.02,5,,,13,224,,SW,81.44,42.31,,
YNWC1,07/27/2022 03:02 UTC,81,23,3,211,8,17,0.02,8,,,12.9,214,,SSW,79.88,39.77,,
YNWC1,07/27/2022 04:02 UTC,77,27,2,163,5,1,0.02,5,,,12.9,213,,SSE,,40.45,,
YNWC1,07/27/2022 05:02 UTC,72,34,1,255,2,0,0.02,2,,,12.8,330,,WSW,,42.03,,
YNWC1,07/27/2022 06:02 UTC,69,39,0,,2,0,0.02,2,,,12.8,17,,,,42.92,,
YNWC1,07/27/2022 07:02 UTC,66,44,0,,0,0,0.02,0,,,12.8,248,,,,43.35,,
YNWC1,07/27/2022 08:02 UTC,64,48,0,,0,0,0.02,0,,,12.7,218,,,,43.8,,
YNWC1,07/27/2022 09:02 UTC,62,51,0,,2,0,0.02,2,,,12.7,227,,,,43.55,,
YNWC1,07/27/2022 10:02 UTC,62,52,0,,1,0,0.02,1,,,12.7,21,,,,44.06,,
YNWC1,07/27/2022 11:02 UTC,62,53,0,,0,0,0.02,0,,,12.7,27,,,,44.56,,
YNWC1,07/27/2022 12:02 UTC,62,56,0,,0,0,0.02,0,,,12.7,172,,,,46.02,,
YNWC1,07/27/2022 13:02 UTC,60,59,0,,2,0,0.02,2,,,12.6,17,,,,45.52,,
YNWC1,07/27/2022 15:02 UTC,67,61,1,211,3,69,0.02,3,,,12.7,160,,SSW,,53.03,,
YNWC1,07/27/2022 16:02 UTC,71,57,2,155,3,47,0.02,3,,,12.7,164,,SSE,,54.94,,
YNWC1,07/27/2022 17:02 UTC,80,41,2,86,3,85,0.02,3,,,12.8,153,,E,,54.18,,
YNWC1,07/27/2022 18:02 UTC,87,26,5,211,9,138,0.02,9,,,13,223,,SSW,84.19,48.09,,
YNWC1,07/27/2022 19:02 UTC,90,23,5,210,10,628,0.02,10,,,13.5,220,,SSW,86.69,47.41,,
YNWC1,07/27/2022 20:02 UTC,93,22,5,211,11,818,0.02,11,,,13.7,214,,SSW,89.67,48.77,,
YNWC1,07/27/2022 21:02 UTC,93,20,5,210,14.99,736,0.02,14.99,,,13,256,,SSW,89.32,46.26,,
YNWC1,07/27/2022 22:02 UTC,90,22,5,207,10,480,0.02,10,,,13.2,214,,SSW,86.56,46.24,,
YNWC1,07/27/2022 23:02 UTC,91,21,5,215,10,341,0.02,10,,,13.1,215,,SW,87.42,45.86,,
YNWC1,07/28/2022 00:02 UTC,89,21,3,233,10,142,0.02,10,,,13.1,218,,SW,85.5,44.18,,
YNWC1,07/28/2022 01:02 UTC,89,21,3,239,9,123,0.02,9,,,13,204,,WSW,85.5,44.18,,
YNWC1,07/28/2022 02:02 UTC,85,23,4,216,9,49,0.02,9,,,13,233,,SW,82.21,43.16,,
YNWC1,07/28/2022 03:02 UTC,81,28,2,232,7,14,0.02,7,,,12.9,224,,SW,79.67,44.86,,
YNWC1,07/28/2022 04:02 UTC,76,34,0,,5.99,0,0.02,5.99,,,12.9,210,,,,45.57,,
YNWC1,07/28/2022 05:02 UTC,72,41,0,,2,0,0.02,2,,,12.9,327,,,,46.94,,
YNWC1,07/28/2022 06:02 UTC,68,45,1,230,2,0,0.02,2,,,12.8,243,,SW,,45.77,,
YNWC1,07/28/2022 07:02 UTC,66,50,0,,2,0,0.02,2,,,12.8,1,,,,46.73,,
YNWC1,07/28/2022 08:02 UTC,64,54,1,168,3,0,0.02,3,,,12.8,162,,SSE,,46.92,,
YNWC1,07/28/2022 09:02 UTC,62,57,0,,3,0,0.02,3,,,12.8,170,,,,46.49,,
YNWC1,07/28/2022 10:02 UTC,61,60,0,,1,0,0.02,1,,,12.7,234,,,,46.92,,
YNWC1,07/28/2022 11:02 UTC,60,62,0,,2,0,0.02,2,,,12.7,336,,,,46.84,,
YNWC1,07/28/2022 12:02 UTC,59,64,0,,0,0,0.02,0,,,12.7,238,,,,46.74,,
YNWC1,07/28/2022 13:02 UTC,58,68,0,,0,0,0.02,0,,,12.7,177,,,,47.41,,
YNWC1,07/28/2022 14:02 UTC,58,69,0,,2,9,0.02,2,,,12.7,174,,,,47.8,,
YNWC1,07/28/2022 15:02 UTC,60,71,0,,2,29,0.02,2,,,12.7,181,,,,50.5,,
YNWC1,07/28/2022 16:02 UTC,69,57,1,157,3,78,0.02,3,,,12.8,163,,SSE,,53.06,,
YNWC1,07/28/2022 17:02 UTC,80,39,2,131,4,145,0.02,4,,,13,169,,SE,,52.82,,
YNWC1,07/28/2022 18:02 UTC,85,29,4,213,8,177,0.02,8,,,13.2,216,,SSW,82.74,49.26,,
YNWC1,07/28/2022 19:02 UTC,94,22,3,257,5.99,621,0.02,5.99,,,13.7,237,,WSW,90.78,49.62,,
YNWC1,07/28/2022 20:02 UTC,94,22,5,209,10,870,0.02,10,,,13,236,,SSW,90.78,49.62,,
YNWC1,07/28/2022 21:02 UTC,90,24,5,204,10,347,0.02,10,,,13.2,213,,SSW,86.83,48.53,,
YNWC1,07/28/2022 22:02 UTC,90,25,4,189,9,227,0.02,9,,,13.2,227,,S,86.99,49.62,,
YNWC1,07/28/2022 23:02 UTC,94,21,5,214,10,298,0.02,10,,,13.1,239,,SW,90.58,48.38,,
YNWC1,07/29/2022 00:02 UTC,92,20,3,242,10,79,0.02,10,,,13,223,,WSW,88.29,45.42,,
YNWC1,07/29/2022 01:02 UTC,90,18,5,221,11,79,0.02,11,,,12.9,220,,SW,86.16,41.03,,
YNWC1,07/29/2022 02:02 UTC,86,19,3,227,9,31,0.02,9,,,12.9,213,,SW,82.78,39.1,,
YNWC1,07/29/2022 03:02 UTC,80,25,3,206,4,11,0.02,4,,,12.9,239,,SSW,,41.05,,
YNWC1,07/29/2022 04:02 UTC,75,31,1,240,4,1,0.02,4,,,12.9,233,,WSW,,42.27,,
YNWC1,07/29/2022 05:02 UTC,72,34,0,,2,0,0.02,2,,,12.8,353,,,,42.03,,
YNWC1,07/29/2022 06:02 UTC,69,42,0,,2,0,0.02,2,,,12.8,13,,,,44.86,,
YNWC1,07/29/2022 07:02 UTC,67,42,0,,2,0,0.02,2,,,12.8,204,,,,43.05,,
YNWC1,07/29/2022 08:02 UTC,66,53,0,,1,0,0.02,1,,,12.7,9,,,,48.28,,
YNWC1,07/29/2022 09:02 UTC,63,55,0,,0,0,0.02,0,,,12.7,330,,,,46.47,,
YNWC1,07/29/2022 10:02 UTC,61,56,0,,2,0,0.02,2,,,12.7,330,,,,45.08,,
YNWC1,07/29/2022 11:02 UTC,60,58,0,,3,0,0.02,3,,,12.7,179,,,,45.07,,
YNWC1,07/29/2022 12:02 UTC,59,62,1,288,2,0,0.02,2,,,12.7,8,,WNW,,45.9,,
YNWC1,07/29/2022 13:02 UTC,58,63,0,,2,0,0.02,2,,,12.6,2,,,,45.37,,
YNWC1,07/29/2022 14:02 UTC,57,67,0,,2,6,0.02,2,,,12.6,166,,,,46.06,,
YNWC1,07/29/2022 15:02 UTC,58,70,1,195,3,16,0.02,3,,,12.6,166,,SSW,,48.19,,
YNWC1,07/29/2022 16:02 UTC,65,52,1,149,3,36,0.02,3,,,12.7,156,,SSE,,46.85,,
YNWC1,07/29/2022 17:02 UTC,79,30,2,95,3,104,0.02,3,,,12.8,99,,E,,44.92,,
YNWC1,07/29/2022 18:02 UTC,90,23,2,283,5.99,185,0.02,5.99,,,12.9,206,,WNW,86.69,47.41,,
